Empresa: IPANEMA AGRICOLA S.A.                                                                                                                                                                                                   Saldo Fisico dos Itens - 31/05/2014                                                                                                                                                                                         Data de Emissão: 12/06/2014 - 10:21:33;;;;;;;;;;;;;;;;                                                                                                              
Item;Est;Dep;Localização;Lote;Refer.;Validade;Un;Qtd Liquida;Qtd Aloca Fatur;Qtd Aloca Produção;Qtd Aloca Ped Venda;Família;Grupo Estoque;Fator Conc/PPM;Ob;Descrição                                                                                                              
18146;14;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Disco de corte 2 tela 12 x 5/8                                                                                                             
18147;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Estanho 40x60 ou 50x40                                                                                                             
18147;13;MAN;;;;;;7,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Estanho 40x60 ou 50x40                                                                                                             
18147;14;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Estanho 40x60 ou 50x40                                                                                                             
18148;13;MAN;;;;;;18,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Lixa Ferro 50                                                                                                             
18148;14;MAN;;;;;;8,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Lixa Ferro 50                                                                                                             
18154;12;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Cruzeta CC36                                                                                                             
18154;13;MAN;;;;;;22,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Cruzeta CC36                                                                                                             
18154;14;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Cruzeta CC36                                                                                                             
18155;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Registro de Esfera 3/4                                                                                                             
18155;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Registro de Esfera 3/4                                                                                                             
18155;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Registro de Esfera 3/4                                                                                                             
18169;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Barra Quadrada Macho CC59                                                                                                             
18169;14;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Barra Quadrada Macho CC59                                                                                                             
18178;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Roda Guia Roçadeira Lavrale 23460540010124                                                                                                             
18178;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Roda Guia Roçadeira Lavrale 23460540010124                                                                                                             
18181;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Engrenagem 05100502-7 Lancer 2500                                                                                                             
18184;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Lamina Circular 800mm x 4mm ( Iflo)                                                                                                             
18185;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Esteira de Inox J 2500  5,50 x 50.                                                                                                             
18199;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Difusor Motor Estacionario                                                                                                             
18200;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Junta da Tampa Motor Estacionario                                                                                                             
18203;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Tampa da Bomba Motor Estacionario                                                                                                             
18207;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Terminal CC49 Furo 30mm                                                                                                             
18207;14;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Terminal CC49 Furo 30mm                                                                                                             
18212;12;MAN;;;;;;9,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Resina Gama 300                                                                                                             
18212;14;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Resina Gama 300                                                                                                             
18213;12;MAN;;;;;;0,5000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Catalizador de Resina                                                                                                             
18218;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Capa de Proteção serie 1000                                                                                                             
18218;13;MAN;;;;;;19,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Capa de Proteção serie 1000                                                                                                             
18218;14;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Capa de Proteção serie 1000                                                                                                             
18228;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Faca 06100561 Kamaq                                                                                                             
18245;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Junta 130180x0,8 04200462G                                                                                                             
18252;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Mancal do Rolo do Martelo 004025                                                                                                             
18265;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Trava do Cubo 42mm 009017                                                                                                             
18266;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Mancal do Eixo do rotor 130204003                                                                                                             
18270;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Eixo do Multiplicador 86108                                                                                                             
18277;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Porca SKF 0202 0605 001                                                                                                             
18287;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Mancal UCP 207                                                                                                             
18288;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Eixo com Flange Disco iflo SRL 4A                                                                                                             
18307;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Cabo de Comando Cos A21 ( Minami ).                                                                                                             
18316;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Polia 90mm x 5 Canal A                                                                                                             
18321;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Esteira de Comeia Inox Cod E9 ( Minami)                                                                                                             
18321;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Esteira de Comeia Inox Cod E9 ( Minami)                                                                                                             
18328;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Chaveta 8x30 mm 018003                                                                                                             
18333;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Engrenagem 50 B 18 036018                                                                                                             
18356;13;MAN;;;;;;32,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Meia Emenda Correntea asa 550  ( Mogiana)                                                                                                             
18357;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Meia Emenda Correntea asa 557  ( Mogiana)                                                                                                             
18359;13;MAN;;;;;;22,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;"Disco Recortado  20"" furo 1 x 1/4"                                                                                                             
18362;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Bico Fig 83 210703                                                                                                             
18363;13;MAN;;;;;;6,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Bico Fig 35 220705                                                                                                             
18368;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Faca Roçadeira Tatu Dupla RS 1365                                                                                                             
18375;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Navalha c/ parafuso p/ plaina stara 30604101                                                                                                             
18378;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Engrenagem (12) 05100504                                                                                                             
18390;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Polia 4x1 535D 503                                                                                                             
18394;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Engrenagem 535 D 024                                                                                                             
18395;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Engrenagem 535 D 025                                                                                                             
18396;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Polia 535D038                                                                                                             
18397;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Engrenagem 535D 036A                                                                                                             
18398;13;MAN;;;;;;5,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Engrenagem 535D 036                                                                                                             
18399;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Catraca C535 AP 535D 009                                                                                                             
18400;13;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Catraca C535 AP 535D 010                                                                                                             
18410;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Tampa do Cubo 535D203                                                                                                             
18412;12;MAN;;;;;;4,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Anel Orinh 2260 535 D406                                                                                                             
18425;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;IMP04;40;0,0000;Ativo;Bico da Haste do Subsolador Completo Ast 15x3x1/2                                                                                                             
19005;13;MAN;;;;;;105,0000;0,0000;0,0000;0,0000;INF01;40;0,0000;Ativo;Container flexivel tipo catraca                                                                                                             
19006;13;MAN;;;;;;277,0000;0,0000;0,0000;0,0000;INF01;40;0,0000;Ativo;Kit papel para container                                                                                                             
19008;12;MAN;;;;;;50,0000;0,0000;0,0000;0,0000;INF01;40;0,0000;Ativo;Big Bag cap 1000 litros                                                                                                             
19008;13;MAN;;;;;;240,0000;0,0000;0,0000;0,0000;INF01;40;0,0000;Ativo;Big Bag cap 1000 litros                                                                                                             
19009;13;MAN;;;;;;149,0000;0,0000;0,0000;0,0000;INF01;40;0,0000;Ativo;Barbante de Poliester                                                                                                             
20002;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;INF02;40;0,0000;Ativo;"Acop. Rosca Int. 3"" F. Nod. Or. Inox"                                                                                                             
20003;12;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;INF02;40;0,0000;Ativo;Niple 3/4 Galvanizada                                                                                                             
20003;13;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;INF02;40;0,0000;Ativo;Niple 3/4 Galvanizada                                                                                                             
20004;13;MAN;;;;;;2,0000;0,0000;0,0000;0,0000;INF02;40;0,0000;Ativo;"Válvula Borboleta 3"""                                                                                                             
20005;12;MAN;;;;;;3,0000;0,0000;0,0000;0,0000;INF02;40;0,0000;Ativo;Tee galv. 3/4                                                                                                             
20005;13;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;INF02;40;0,0000;Ativo;Tee galv. 3/4                                                                                                             
20017;12;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;INF02;40;0,0000;Ativo;Espigão 3/4 x 1/2                                                                                                             
21002;12;MAN;;;;;;20,0000;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Fusivel de Porcelana 30 amp                                                                                                             
21002;13;MAN;;;;;;55,0000;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Fusivel de Porcelana 30 amp                                                                                                             
21002;14;MAN;;;;;;22,0000;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Fusivel de Porcelana 30 amp                                                                                                             
21003;13;MAN;;;;;;270,0000;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Fusivel Encaixe 15 amp.                                                                                                             
21003;14;MAN;;;;;;33,0000;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Fusivel Encaixe 15 amp.                                                                                                             
21004;12;MAN;;;;;;30,0000;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Fusivel Vidro 30 amp.                                                                                                             
21004;13;MAN;;;;;;293,0000;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Fusivel Vidro 30 amp.                                                                                                             
21005;13;MAN;;;;;;10,0000;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Porta Fus[ivel Baquelite                                                                                                             
21005;14;MAN;;;;;;1,0000;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Porta Fus[ivel Baquelite                                                                                                             
21006;13;MAN;;;;;;0,0001;0,0000;0,0000;0,0000;INF03;40;0,0000;Ativo;Fio Mag. Esmaltador 19                                                                                                             
22001;12;TMP;;;;;;2.008,8000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Gesso Agrícola                                                                                                             
22002;12;FER;;;;;;7.390,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cálcario Pó                                                                                                             
22002;12;TMP;;;;;;280,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cálcario Pó                                                                                                             
22002;13;FER;;;;;;14.500,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cálcario Pó                                                                                                             
22007;12;FER;;;;;;19.400,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 25.00.25                                                                                                             
22007;13;TMP;;;;;;4.700,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 25.00.25                                                                                                             
22007;14;FER;;;;;;34.000,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 25.00.25                                                                                                             
22012;12;FER;;;;;;9.900,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Óxido de Magnésio                                                                                                             
22012;14;FER;;;;;;2.425,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Óxido de Magnésio                                                                                                             
22013;13;FER;;;;;;360,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Viça Café                                                                                                             
22013;13;TMP;;;;;;7,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Viça Café                                                                                                             
22013;14;FER;;;;;;3.120,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Viça Café                                                                                                             
22013;14;TMP;;;;;;164,3050;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Viça Café                                                                                                             
22014;13;FER;;;;;;1.850,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Super Simples                                                                                                             
22014;14;FER;;;;;;500,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Super Simples                                                                                                             
22016;12;FER;;;;;;32.800,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ureia                                                                                                             
22016;13;FER;;;;;;116.630,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ureia                                                                                                             
22018;12;TMP;;;;;;50.830,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Composto Organico                                                                                                             
22021;12;FER;;;;;;9.900,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cloreto de Potássio PO                                                                                                             
22021;13;FER;;;;;;11.150,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cloreto de Potássio PO                                                                                                             
22021;14;TMP;;;;;;749,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cloreto de Potássio PO                                                                                                             
22022;12;TMP;;;;;;48,5800;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Nitrato de Potássio                                                                                                             
22022;13;FER;;;;;;350,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Nitrato de Potássio                                                                                                             
22024;13;FER;;;;;;2.550,0100;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;MAP (Purificado)                                                                                                             
22024;14;FER;;;;;;17,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;MAP (Purificado)                                                                                                             
22026;13;FER;;;;;;4.000,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Magnesio                                                                                                             
22030;12;FER;;;;;;275,5300;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cal para Viça Café                                                                                                             
22030;13;FER;;;;;;0,0020;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cal para Viça Café                                                                                                             
22030;14;FER;;;;;;2.524,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cal para Viça Café                                                                                                             
22030;14;TMP;;;;;;61,4830;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Cal para Viça Café                                                                                                             
22031;12;FER;;;;;;8.625,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ácido Bórico                                                                                                             
22031;12;TMP;;;;;;546,8000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ácido Bórico                                                                                                             
22031;13;FER;;;;;;10.925,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ácido Bórico                                                                                                             
22031;14;TMP;;;;;;4,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ácido Bórico                                                                                                             
22032;12;FER;;;;;;975,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Cobre                                                                                                             
22032;12;TMP;;;;;;25,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Cobre                                                                                                             
22032;13;FER;;;;;;0,0020;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Cobre                                                                                                             
22033;13;FER;;;;;;3.975,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Zinco                                                                                                             
22033;13;TMP;;;;;;25,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Zinco                                                                                                             
22034;12;FER;;;;;;823,6000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Grex Doble (Zn+Mn)                                                                                                             
22034;13;FER;;;;;;1.700,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Grex Doble (Zn+Mn)                                                                                                             
22034;13;TMP;;;;;;29,5500;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Grex Doble (Zn+Mn)                                                                                                             
22035;12;FER;;;;;;1.205,4000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Manganês                                                                                                             
22035;13;FER;;;;;;7.275,0006;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Manganês                                                                                                             
22035;14;FER;;;;;;40,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Manganês                                                                                                             
22035;14;TMP;;;;;;2,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Manganês                                                                                                             
22039;13;FER;;;;;;180,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Esterco de Gado                                                                                                             
22039;14;TMP;;;;;;91,4100;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Esterco de Gado                                                                                                             
22043;12;TMP;;;;;;0,0050;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Fosmag 600.2                                                                                                             
22055;13;FER;;;;;;255,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Semente Crotalaria Juncea Comun                                                                                                             
22061;12;FER;;;;;;669,6000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ager Manganes BB50                                                                                                             
22061;13;FER;;;;;;450,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ager Manganes BB50                                                                                                             
22061;13;TMP;;;;;;74,3000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ager Manganes BB50                                                                                                             
22067;12;FER;;;;;;247.200,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 30.00.20                                                                                                             
22067;12;TMP;;;;;;8.500,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 30.00.20                                                                                                             
22067;14;FER;;;;;;19.950,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 30.00.20                                                                                                             
22068;12;FER;;;;;;45,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Fosfito                                                                                                             
22068;13;FER;;;;;;3.586,2020;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Fosfito                                                                                                             
22068;13;TMP;;;;;;6,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Fosfito                                                                                                             
22068;14;FER;;;;;;19,7000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Fosfito                                                                                                             
22069;12;TMP;;;;;;0,0010;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Oximult                                                                                                             
22069;13;FER;;;;;;1,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Oximult                                                                                                             
22073;12;FER;;;;;;305,6000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ager Boro BB50                                                                                                             
22073;13;FER;;;;;;1.200,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ager Boro BB50                                                                                                             
22073;13;TMP;;;;;;50,3000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Ager Boro BB50                                                                                                             
22078;13;FER;;;;;;3,4500;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Penergetick                                                                                                             
22078;13;TMP;;;;;;1,4000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Penergetick                                                                                                             
22081;12;TMP;;;;;;0,0100;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Quimifol ferro                                                                                                             
22081;13;FER;;;;;;14,4500;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Quimifol ferro                                                                                                             
22087;13;FER;;;;;;10,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Algamare                                                                                                             
22087;13;TMP;;;;;;2,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Algamare                                                                                                             
22092;13;FER;;;;;;119.850,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Amonia 21.00.00                                                                                                             
22092;13;TMP;;;;;;120,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Sulfato de Amonia 21.00.00                                                                                                             
22095;12;FER;;;;;;46.195,5000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 01 29 05                                                                                                             
22095;13;FER;;;;;;5.000,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 01 29 05                                                                                                             
22096;12;FER;;;;;;4.800,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 30 00 19                                                                                                             
22096;14;FER;;;;;;900,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Formulado 30 00 19                                                                                                             
22097;12;FER;;;;;;90,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Semente de Brachiara                                                                                                             
22098;13;FER;;;;;;7.150,0000;0,0000;0,0000;0,0000;INS01;35;0,0000;Ativo;Nitrato de Calcio                                                                                                             
228006;21;IND;;;;;;200,0000;0,0000;0,0000;0,0000;INS50;30;0,0000;Ativo;Emb. Pouche Hacienda 1 KG                                                                                                             
228018;21;IND;;;;;;1.304,2600;0,0000;0,0000;0,0000;INS50-CT;30;0,0000;Ativo;Fita Datadora Preta 210                                                                                                             
228018;21;FAB;;;;;;975,7399;0,0000;0,0000;0,0000;INS50-CT;30;0,0000;Ativo;Fita Datadora Preta 210                                                                                                             
228048;21;IND;;;;;;2.897,6600;0,0000;0,0000;0,0000;INS50-CT;30;0,0000;Ativo;Fita Datadora Branca (432 printex)                                                                                                             
228048;21;FAB;;;;;;702,3394;0,0000;0,0000;0,0000;INS50-CT;30;0,0000;Ativo;Fita Datadora Branca (432 printex)                                                                                                             
229003;21;FAB;;;;;;31.380,0000;0,0000;0,0000;0,0000;INS51-CT;25;0,0000;Ativo;BLEND FLORESCER                                                                                                             
229004;21;FAB;;;;;;6.928,9860;0,0000;0,0000;0,0000;INS51-CT;25;0,0000;Ativo;BLEND IPANEMA                                                                                                             
229004;21;pac;;;;;;1.827,9570;0,0000;0,0000;0,0000;INS51-CT;25;0,0000;Ativo;BLEND IPANEMA                                                                                                             
229008;21;FAB;;;;;;1.015,0000;0,0000;0,0000;0,0000;INS51-CT;25;0,0000;Ativo;BLEND RESERVA ESPECIAL                                                                                                             
229011;21;Fab;;;;;;60.420,2500;0,0000;0,0000;0,0000;INS51-CT;25;0,0000;Ativo;BLEND FAZENDA DE MINAS                                                                                                             
23001;13;DEF;;;;;;0,0006;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Fusilad                                                                                                             
23002;13;DEF;;;;;;0,0001;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Sempra                                                                                                             
23006;13;DEF;;;;;;0,0015;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Gramocil                                                                                                             
23008;12;DEF;;;;;;0,0009;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Roundup Original                                                                                                             
23008;12;TMP;;;;;;0,0100;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Roundup Original                                                                                                             
23010;12;DEF;;;;;;13,0050;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Goal BR                                                                                                             
23010;13;DEF;;;;;;20,0000;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Goal BR                                                                                                             
23010;13;TMP;;;;;;7,0000;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Goal BR                                                                                                             
23010;14;DEF;;;;;;20,0000;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Goal BR                                                                                                             
23010;14;TMP;;;;;;1,7000;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Goal BR                                                                                                             
23014;12;TMP;;;;;;0,9500;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Aurora                                                                                                             
23016;12;TMP;;;;;;87,2000;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Zapp                                                                                                             
23016;13;DEF;;;;;;2.875,0000;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Zapp                                                                                                             
23016;14;DEF;;;;;;140,0000;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Zapp                                                                                                             
23016;14;TMP;;;;;;7,4000;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Zapp                                                                                                             
23026;13;DEF;;;;;;1.000,0000;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Cuprozeb PM                                                                                                             
23026;14;TMP;;;;;;8,9500;0,0000;0,0000;0,0000;INS02;35;0,0000;Ativo;Cuprozeb PM                                                                                                             
24002;14;DEF;;;;;;0,0040;0,0000;0,0000;0,0000;INS03;35;0,0000;Ativo;Vertmec                                                                                                             
24004;12;DEF;;;;;;7,0000;0,0000;0,0000;0,0000;INS03;35;0,0000;Ativo;K-Othrine Formicida                                                                                                             
24004;13;DEF;;;;;;62,0000;0,0000;0,0000;0,0000;INS03;35;0,0000;Ativo;K-Othrine Formicida                                                                                                             
24004;14;DEF;;;;;;18,0000;0,0000;0,0000;0,0000;INS03;35;0,0000;Ativo;K-Othrine Formicida                                                                                                             
